Nombre / Inventario,Fecha,Pais,Tipo de Objeto,Estructura Imagen (JSON/Link)
Inv. 2025.914 Platte,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.914-Platte.jpg""}"
Inv. 2025.920 Rassel Anhänger,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.920-Rassel-Anh%C3%A4nger.jpg""}"
Inv. 2025.921 Rassel Anhänger,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.921-Rassel-Anh%C3%A4nger.jpg""}"
Inv. 2025.922 Rassel Anhänger,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.922-Rassel-Anh%C3%A4nger.jpg""}"
Inv. 2025.923 Rassel Anhänger,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.923-Rassel-Anh%C3%A4nger.jpg""}"
Inv. 2025.925 Schale,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.925-Schale.jpg""}"
Inv. 2025.926 Mundschmuck,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.926-Mundschmuck.jpg""}"
Inv. 2025.927 Mundschmuck,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.927-Mundschmuck.jpg""}"
Inv. 2025.928 Wirkerei,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.928-Wirkerei.jpg""}"
Inv. 2025.929 Chuspa (Tasche),Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.929-Chuspa-%28Tasche%29.jpg""}"
Inv. 2025.924 Rassel Anhänger,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.924-Rassel-Anh%C3%A4nger.jpg""}"
Inv. 2025.930 Zwei Fragmente einer Bordüre mit Katzenmuster und Fransen,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.930-Zwei-Fragmente-einer-Bord%C3%BCre-mit-Katzenmuster-und-Fransen.jpg""}"
Inv. 2025.931 Stoffbeutel,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.931-Stoffbeutel.jpg""}"
Inv. 2025.932 Mumienmaske,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.932-Mumienmaske.jpg""}"
Inv. 2025.933 Mumienmaske,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.933-Mumienmaske.jpg""}"
"MRZ Inv.Nr. 2025.935, Wirkerei mit Vogelpaar-Motiven",Desconocida,Perú,textil,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.935-Wirkerei-mit-Vogelpaar-Motiven.jpg""}"
"MRZ Inv.Nr. 2025.936, Gurt",Ano 1001,Perú,textil,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.936-Gurt.jpg""}"
"MRZ Inv.Nr. 2025.934, Chancay-Puppe",Desconocida,Perú,textil,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.934-Chancay-Puppe.jpg""}"
